Sample_ID,Object ID,other ID,Genbank ID,Fasta file ID,Fasta_ID_alignment,Long,Lat,Country/Region,Site location,Site ID,Haplogroup,Haplogroup assigned?,Average_Age_YBP,Date_range,Dating_method,Species,Coverage_depth,Coverage_breadth,calculated_sequence_completeness,Source,metadata_source_or_what_i_put_into_mastersheet,Partial,paper link,notes
D_AngelMound2_1000,FS3283.33,D_Indiana2_1000,,D_AngelMound2_1000,D_AngelMound2_1000_AngelMounds_USA_c_1000,-87.46,37.94,USA,"Angel Mounds, Indiana",,,,1000,,contextual,Canis familiaris,61.83,,0.9807,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_AngelMound3_1000,FS3283.22,D_Indiana3_1000,,D_AngelMound3_1000,D_AngelMound3_1000_AngelMounds_USA_c_1000,-87.46,37.94,USA,"Angel Mounds, Indiana",,,,1000,,contextual,Canis familiaris,47.31,,0.9788,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_AngelMound4_1000,FS2187,D_Indiana4_1000,,D_AngelMound4_1000,D_AngelMound4_1000_AngelMounds_USA_c_1000,-87.46,37.94,USA,"Angel Mounds, Indiana",,,,1000,,contextual,Canis familiaris,47.62,,0.9704,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Argentina1_1000,,,,D_Argentina_1000,D_Argentina1_1000_CerroLutz_Argentina_c_1000,-56.81,-29.46,Argentina,Cerro Lutz,,,,1000,,contextual,Canis familiaris,27.8,,0.973,ThalmannScience2013,American_dogs_lachie1,,https://pubmed.ncbi.nlm.nih.gov/24233726/,
D_BColumbia2_1500,"D9-985, PRD9",Canada_PrinceRupert2_c1500,,Canada_PrinceRupert2_c1500,D_BColumbia2_1500_PrinceRupert_Canada_c_1500,-130.34,54.3,Canada,"Boardwalk, Prince Rupert Harbour, British Columbia",,,,1500,,contextual ,Canis familiaris,127.81,,0.9807,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_Bolivia1_1250,Muestra #2,,,D_Bolivia_1250,D_Bolivia1_1250_Kalasasaya_Bolivia_d_1250,-68.15,-16.5,Bolivia,Kalasasaya-Tihuanacu,,,,1250,,,Canis familiaris,5.06,,0.7609,,"Lucio Gonzalez Venanzi,  American_dogs_lachie1",,,
D_California1_2000,"CA-SRI-2 3941, CISG",USA_ChannelIsland_c2000,,D_California_2000,D_California1_2000_SantaRosa_USA_c_2000,-120.18,34.01,USA,"Santa Rosa Island, California",,,,2000,,contextual,Canis familiaris,97.66,,0.9623,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_California1_4000,CAO1,USA_ChannelIsland2_c4000,,USA_ChannelIsland2_c4000,D_California1_4000_ChannelIslands_USA_c_4000,-119.72,34.05,USA,"Channel Islands, California",,,,4000,,contextual ,Canis familiaris,110.29,,0.9807,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_California1_5000,CA-SNI-21 133.21-7,USA_ChannelIsland_c5000,,USA_ChannelIsland_c5000,D_California1_5000_NorthHead_USA_c_5000,-119.57,33.27,USA,"North Head site, San Nicholas Island, California",,,,5000,,contextual ,Canis familiaris,47.1,,0.9806,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_California1_NA,CA-SNI-21 133.21-A,USA_ChannelIsland2_c5000,,USA_ChannelIsland2_c5000,D_California1_NA_NorthHead_USA_c_5000,-119.57,33.27,USA,"North Head site, San Nicholas Island, California",,,,5000,,contextual,Canis familiaris,46,,0.9752,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_California2_4000,CAW2,USA_ChannelIsland3_c4000,,USA_ChannelIsland3_c4000,D_California2_4000_ChannelIslands_USA_c_4000,-119.72,34.05,USA,"Channel Islands, California",,,,4000,,contextual ,Canis familiaris,62.59,,0.9826,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_California4_4000,CA-SRI-41,USA_ChannelIsland_c4000,,USA_ChannelIsland_c4000,D_California4_4000_CanadaVerde_USA_c_4000,-120.13,34.02,USA,"Canada Verde Site, Santa Rosa Island, California",,,,4000,,contextual,Canis familiaris,22.53,,0.9655,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_Colorado1_1100,5MT23-16,,,D_Colorado_1100,D_Colorado1_1100_GrassMesa_USA_c_1100,-107.77,39.47,USA,"Grass Mesa, Colorado",,,,1100,,contextual,Canis familiaris,39.32,,0.9788,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Colorado1_1200,5MT4475-20,,,D_Colorado_1200,D_Colorado1_1200_McPhee_USA_c_1200,-108.5,37.47,USA,"McPhee Pueblo, Colorado",,,,1200,,contextual,Canis familiaris,5.89,,0.8702,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Colorado1_800,5MT5-01,,,D_Colorado_800,D_Colorado1_800_YellowJacket_USA_c_800,-108.71,37.56,USA,"Yellow Jacket Pueblo, Colorado",,,,800,,contextual,Canis familiaris,76.37,,0.9806,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Illinois1_1200,11S1232 1671-1,,,D_Illinois_1200,D_Illinois1_1200_JaneyBGoode_USA_c_1200,-90.16,38.66,USA,"Janey B. Goode, Illinois",,,,1200,,contextual,Canis familiaris,162.7,,0.9731,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Illinois1_1700,ISM_8_29_55_11C68_1957_107,, ,D_Illinois_1700,D_Illinois1_1700_Snyders_USA_c_1700,-90.65,39.16,USA,Snyders Village,,,,1700,,contextual ,Canis familiaris,0.95,,0.6012,,American_dogs_lachie1,,,
D_Illinois1_8500,,,,D_Illinois_8500,D_Illinois1_8500_Koster_USA_c_8500,-90.55,39.21,USA,Koster,,,,8500,,contextual,Canis familiaris,7.9,,0.9406,ThalmannScience2013,American_dogs_lachie1,,https://pubmed.ncbi.nlm.nih.gov/24233726/,
D_Illinois1_NA,"ISM-1963-142-170-B1, ISM070",USA_AppleCreek_c1750,,USA_AppleCreek_c1750,D_Illinois1_NA_AppleCreek_USA_c_2500,-89.17,40.15,USA,"Apple Creek, Illinois",,,,2500,,contextual,Canis familiaris,26.37,,0.9678,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",Alvar,,https://www.science.org/doi/10.1126/science.aao4776,
D_Illinois2_1700,ISM_5_6_60_11C68_X_792,,,D_Illinois2_1700,D_Illinois2_1700_Snyders_USA_c_1700,-90.65,39.16,USA,Snyders Village,,,,1700,,contextual ,canis familiaris,0.85,,0.8539,,American_dogs_lachie1,,,
D_Illinois3_1700,ISM_6_16_55_11C8_X_792,,,D_Illinois3_1700,D_Illinois3_1700_Snyders_USA_c_1700,-90.65,39.16,USA,Snyders Village,,,,1700,,contextual ,Canis familiaris,4.23,,0.9329,,American_dogs_lachie1,,,
D_JaguarCave1_10370,HMCZ_51769,,,D_JaguarCave_10370,D_JaguarCave1_10370_JaguarCave_USA_d_10370,-113.62,44.85,USA,Jaguar Cave,,,,10370,3000-1000 cal BP,direct_radiocarbon_dating,Canis familiaris,10.49,,0.9202,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_JaguarCave1_1400,HMCZ_52291,, ,D_JaguarCave_1400,D_JaguarCave1_1400_JaguarCave_USA_d_1400,-113.62,44.85,USA,Jaguar Cave,,,,1400,3000-1000 cal BP,direct_radiocarbon_dating,Canis familiaris,13.9,,0.9621,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_JaneyBGoode1_1000,11S1232 98-1,,,D_JaneyBGoode_1000,D_JaneyBGoode1_1000_JaneyBGoode_USA_c_1000,-90.16,38.66,USA,"Janey B. Goode, Illinois",,,,1000,,contextual,Canis familiaris,55.83,,0.9867,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_JaneyBGoode2_1000,11S1232 7892-1,,,D_JaneyBGoode2_1000,D_JaneyBGoode2_1000_JaneyBGoode_USA_c_1000,-90.16,38.66,USA,"Janey B. Goode, Illinois",,,,1000,,contextual,Canis familiaris,168.99,,0.98,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_JaneyBGoode3_1000,11S1232 34-2,USA_JaneyBGoode18_c1200,,D_JaneyBGoode3_1000,D_JaneyBGoode3_1000_JaneyBGoode_USA_c_1200,-90.16,38.66,USA,"Janey B. Goode, Illinois",,,,1200,,contextual,Canis familiaris,122.74,,0.9867,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Koster1_9905,ISM_F2357,,,D_Koster_9905,D_Koster1_9905_Koster_USA_d_9905,-90.55,39.21,USA,"Koster, Illinois",,,,9905,10130-9680 cal BP,direct_radiocarbon_dating,Canis familiaris,0.05,,0.9807,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Labrador1_150,,,,D_Labrador_150,D_Labrador1_150_Uivak Point1_Labrador_d_150,-61.909167,57.62,Labrador,"Uivak Point 1, Okak Bay, Labrador",,,,150,,,Canis familiaris,4.4,,0.8169,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Labrador1_200,,,,D_Labrador_200,D_Labrador1_200_DoubleMerPoint_Labrador_d_200,-59.0675,54.0851,Canada,"Double Mer Point, Labrador",,,,200,,,Canis familiaris,4.78,,0.9639,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_LittleB1_5000,CT8 D-2 2-90,,,D_LittleB_5000,D_LittleB1_5000_LittleBear_USA_c_5000,-87.67,34.31,USA,"Little Bear, Alabama",,,,5000,,contextual,Canis familiaris,44.63,,0.9811,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Mayapan1_1000,M2: Q152 bag 1,,,D_Mayapan_1000,D_Mayapan1_1000_Mayapan_Mexico_c_1000,-89.22,20.46,Mexico,"Mayapan, Yucatan",,,,1000,,contextual,Canis familiaris,61.54,,0.9752,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Mayapan1_450,HMCZ_47854_1,,,D_Mayapan_450,D_Mayapan1_450_Mayapan_Mexico_c_450,-89.46,20.63,Mexico,Mayapan,,,,450,,contextual ,canis familiaris,13.62,,0.9522,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Mayapan2_1000,M3: Q152 bag 1,,,D_Mayapan2_1000,D_Mayapan2_1000_Mayapan_Mexico_c_1000,-89.22,20.46,Mexico,"Mayapan, Yucatan",,,,1000,,contextual ,Canis familiaris,42.79,,0.9669,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Mayapan3_1000,M4: Q152 bag 1,,,D_Mayapan3_1000,D_Mayapan3_1000_Mayapan_Mexico_c_1000,-89.22,20.46,Mexico,"Mayapan, Yucatan",,,,1000,,contextual ,Canis familiaris,63.31613559,,0.9767,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Mexico1_1000,M10: Q162 bag 4,,,D_Mexico_1000,D_Mexico1_1000_Mayapan_Mexico_c_1000,-89.22,20.46,Mexico,"Mayapan, Yucatan",,,,1000,,contextual ,Canis familiaris,12.72,,0.9722,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Mississippi1_675,FL-11,,,D_Mississippi_365,D_Mississippi1_675_Oliver_USA_c_365,-90.64,34.01,USA,Oliver,,,,365,,contextual,Canis familiaris,12.81,,0.9071,,"Brian Worthington, American_dogs_lachie1",,,
D_Missouri1_8385,ISM_1956_45L190_11_R_5_6090,,,D_Missouri_8385,D_Missouri1_8385_Modoc_USA_d_8385,-90.06,38.06,USA,"Modoc, Missouri",,,,8385,8560-8210 cal BP,direct_radiocarbon_dating,Canis familiaris,0.07,,0.9825,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Newfoundland1_4500,MU_NP50A_1,,,D_Newfoundland_4500,D_Newfoundland1_4500_PortauChoix_Canada_d_4500,-57.35,50.7,Canada,"Port au Choix, Newfoundland",,,,4500,4402-3912 cal BP,direct_radiocarbon_dating,Canis familiaris,116.23,,0.9868,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Nunavut1_1000,,,,D_Nunavut_1000,D_Nunavut1_1000_Tikilik_Nunavut_d_1000,-86.798981,70.453262,Nunavut,"Tikilik, Igloolik Island",,,,1000,,,Canis familiaris,6.7,,0.854,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut1_350,,,,D_Nunavut_350,D_Nunavut1_350_Haa_Nunavut_d_350,-86.798981,70.453262,Nunavut,"Haa Island, Hayes Fjord, Ellesmere Island",,,,350,,,Canis familiaris,7.9,,0.8494,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut1_425,,,,D_Nunavut_425,D_Nunavut1_425_Silumiut_Nunavut_d_425,-86.798981,70.453262,Nunavut,"Silumiut Island, Chesterfield Inlet",,,,425,,,Canis familiaris,35,,0.9119,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut1_650,,,,D_Nunavut_650,D_Nunavut1_650_Tikilik_Nunavut_d_650,-86.798981,70.453262,Nunavut,"Tikilik, Igloolik Island",,,,650,,,Canis familiaris,14.3,,0.4199,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut1_675,,,,D_Nunavut_675,D_Nunavut1_675_PealePoint_Nunavut_d_675,-86.798981,70.453262,Nunavut,"Peale Point, Frobisher Bay, Baffin Island",,,,675,,,Canis familiaris,10.2,,0.9232,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut1_700,,,,D_Nunavut_700,D_Nunavut1_700_Talaguak_Nunavut_d_700,-86.798981,70.453262,Nunavut,"Talaguak, Kimmirut (Lake Harbour), Baffin Island",,,,700,,,Canis familiaris,11.7,,0.8867,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut2_650,,,,D_Nunavut2_650,D_Nunavut2_650_Tikilik_Nunavut_d_650,-86.798981,70.453262,Nunavut,"Tikilik, Igloolik Island",,,,650,,,Canis familiaris,68.9,,0.8926,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut3_650,,,,D_Nunavut3_650,D_Nunavut3_650_Tikilik_Nunavut_d_650,-86.798981,70.453262,Nunavut,"Tikilik, Igloolik Island",,,,650,,,Canis familiaris,16.5,,0.9239,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Nunavut4_650,,,,D_Nunavut4_650,D_Nunavut4_650_PordenPoint_Nunavut_d_650,-86.798981,70.453262,Nunavut,"Porden Point, Grinnell Peninsula, Devon Island",,,,650,,,Canis familiaris,20.4,,0.9384,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Ohio1_1900,OSU_4816_3_9,AL2754,,D_Ohio_1900,D_Ohio1_1900_HolderWrightFarm_USA_c_1900,-83.11,40.11,USA,Holder Wright Farm and Earthworks,,,,1900,,contextual ,Canis familiaris,,,0.8022,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio1_2200,OSU_4816_2_2,,,D_Ohio_2200,D_Ohio1_2200_Scioto_USA_c_2200,-83.11,40.11,USA,"Scioto Caverns, Ohio",,,,2200,,contextual ,Canis familiaris,30.5,,0.9803,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio1_700,OSU_F5607,AL2772,,D_Ohio_700,D_Ohio1_700_Reinhardt_USA_d_725,-83,39.78,USA,Reinhardt,,,,725,AMS dated (awaiting to hear from Paul regards date),direct_radiocarbon_dating,Canis familiaris,4.57,,0.7774,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio2_1900,OSU_4816_2_3,,,D_Ohio2_1900,D_Ohio2_1900_HolderWrightFarm_USA_c_1900,-83.11,40.11,USA,Holder Wright Farm and Earthworks,,,,1900,,contextual ,Canis familiaris,0.37,,0.9674,,American_dogs_lachie1,,,
D_Ohio2_2200,OSU_4816_2_4,,,D_Ohio2_2200,D_Ohio2_2200_Scioto_USA_c_2200,-83.11,40.11,USA,"Scioto Caverns, Ohio",,,,2200,,contextual ,Canis familiaris,89.69,,0.9867,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio3_2200,OSU_4816_2_6,,,D_Ohio3_2200,D_Ohio3_2200_Scioto_USA_c_2200,-83.11,40.11,USA,"Scioto Caverns, Ohio",,,,2200,,contextual ,Canis familiaris,35.45,,0.9791,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio4_2200,OSU_4816_2_8,,,D_Ohio4_2200,D_Ohio4_2200_Scioto_USA_c_2200,-83.11,40.11,USA,"Scioto Caverns, Ohio",,,,2200,,contextual,Canis familiaris,29.37,,0.9824,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio5_2200,OSU_4816_3_4,,,D_Ohio5_2200,D_Ohio5_2200_Scioto_USA_c_2200,-83.11,40.11,USA,"Scioto Caverns, Ohio",,,,2200,,contextual ,Canis familiaris,45.15,,0.9798,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Ohio6_2200,OSU_4816_3_8,,,D_Ohio6_2200,D_Ohio6_2200_Scioto_USA_c_2200,-83.11,40.11,USA,"Scioto Caverns, Ohio",,,,2200,,contextual ,Canis familiaris,61.43,,0.9828,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Peru1_750,0126-0384,,,D_Peru_750,D_Peru1_750_Chilca_Peru_c_750,-76.72,-12.47,Peru,Chilca,,,,750,,contextual ,Canis familiaris,23.9,,0.961,,"Michael Wylde, American_dogs_lachie1",,,
D_PrinceRupert1_1500,D1-184,Canada_PrinceRupert3_c1500, ,D_PrinceRupert_1500,D_PrinceRupert1_1500_PrinceRupert_Canada_c_1500,-130.34,54.3,Canada,"Boardwalk, Prince Rupert Harbour, British Columbia",,,,1500,,contextual,Canis familiaris,129.23,,0.973,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Weyanoke1_680,DBU2-LM1,,,D_Weyanoke_680,D_Weyanoke1_680_Hatch_USA_d_680,-77.07,37.29,USA,"Weyanoke Old Town, Virginia (the Hatch site)",,,,680,985-935 cal BP,direct_radiocarbon_dating,Canis familiaris,71.07,,0.9834,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
ELOLIV-S-R27,,,,ELOLIV-S-R27_AD2010,ELOLIV-S-R27_El_Olivar_Chile_c_850,-71.22863644,-29.95757815,"Chile, Coquimbo",El Olivar,,,,850,1200-500 bp,contextual,Canis familiaris,1.73456,81.6763,0.805,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Individuo_1,,,,Individuo_1_SC1056,Individuo_1_PucarádeTilcara_Argentina_d_425,-65.40258993,-23.58650372,Argentina,Pucará de Tilcara,,,,425,550-300 cal.BPc,direct_radiocarbon_dating,Canis familiaris,118.199,99.9701,0.9989,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
JR_118236,,,,JR_118236,JR_118236_Jamestown_USA_c_409,-76.7547,37.2106,USA,"Jamestown Island, Virginia ",,,,409,,contextual,Canis familiaris,60.02,,0.9984,ThomasAmerAntiq2024,Lachie,,https://www.cambridge.org/core/journals/american-antiquity/article/dogs-of-tsenacomoco-ancient-dna-reveals-the-presence-of-local-dogs-at-jamestown-colony-in-the-early-seventeenth-century/960B1D0EC96B492E0AFDA088CEB949E0,
JR_135139,,,,JR_135139,JR_135139_Jamestown_USA_c_409,-76.7547,37.2106,USA,"Jamestown Island, Virginia ",,,,409,,contextual,Canis familiaris,22.14,,0.9939,ThomasAmerAntiq2024,Lachie,,https://www.cambridge.org/core/journals/american-antiquity/article/dogs-of-tsenacomoco-ancient-dna-reveals-the-presence-of-local-dogs-at-jamestown-colony-in-the-early-seventeenth-century/960B1D0EC96B492E0AFDA088CEB949E0,
